,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
6788,Pseudomonas~phage~vB_PaeM_PS24,Caudovirales,Myoviridae,Nankokuvirus,,Overlap (VC_43/VC_44),,,,,,,,,,
6794,Pseudomonas~phage~vB_PaeP_Tr60_Ab31,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6796,Pseudomonas~phage~vB_PaeS_PAO1_Ab18,Caudovirales,Siphoviridae,Ab18virus,,Overlap (VC_3/VC_71),,,,,,,,,,
6804,Pseudomonas~virus~D3,Caudovirales,Siphoviridae,D3virus,,Overlap (VC_46/VC_419),,,,,,,,,,
6807,Pseudomonas~virus~F116,Caudovirales,Podoviridae,F116virus,,Outlier,,,,,,,,,,
6816,Pseudomonas~virus~PMG1,Caudovirales,Siphoviridae,D3virus,,Overlap (VC_46/VC_419),,,,,,,,,,
6818,Pseudomonas~virus~Pf1,Unassigned,Inoviridae,Unassigned,,Singleton,,,,,,,,,,
6823,Psychrobacter~phage~Psymv2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
6824,Psychrobacter~phage~pOW20-A,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
6826,Pyrobaculum~filamentous~virus~1,Unassigned,Tristromaviridae,Alphatristromavirus,,Singleton,,,,,,,,,,
6828,Pyrococcus~abyssi~virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
6829,Ralstonia~phage~1~NP-2014,Unassigned,Inoviridae,Unassigned,,Singleton,,,,,,,,,,
6831,Ralstonia~phage~RP12,Caudovirales,Myoviridae,Ripduovirus,,Outlier,,,,,,,,,,
6832,Ralstonia~phage~RS138,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
6836,Ralstonia~phage~RSB3,Caudovirales,Podoviridae,Phikmvvirus,,Outlier,,,,,,,,,,
6837,Ralstonia~phage~RSF1,Caudovirales,Myoviridae,Rsl2virus,,Outlier,,,,,,,,,,
6840,Ralstonia~phage~RSK1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
6841,Ralstonia~phage~RSL2,Caudovirales,Myoviridae,Rsl2virus,,Outlier,,,,,,,,,,
6844,Ralstonia~phage~RSP15,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
6848,Ralstonia~phage~RSS30,Unassigned,Inoviridae,Unassigned,,Outlier,,,,,,,,,,
6869,Rhodobacter~phage~RcapNL,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
6871,Rhodococcus~phage~E3,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
6872,Rhodococcus~phage~REQ1,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
6873,Rhodococcus~phage~REQ2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
6878,Rhodococcus~phage~ReqiPepy6,Caudovirales,Siphoviridae,Pepy6virus,,Overlap (VC_90/VC_91),,,,,,,,,,
6879,Rhodococcus~phage~ReqiPine5,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
6880,Rhodococcus~phage~ReqiPoco6,Caudovirales,Siphoviridae,Pepy6virus,,Overlap (VC_90/VC_91),,,,,,,,,,
6885,Rhodothermus~phage~RM378,Caudovirales,Myoviridae,Unassigned,,Singleton,,,,,,,,,,
6887,Rhodovulum~phage~vB_RhkS_P1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
6888,Riemerella~phage~RAP44,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
6892,Ruegeria~phage~DSS3-P1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
6893,SRR13995379_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6896,SRR13995380_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6898,SRR13995382_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6901,SRR13995383_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6902,SRR13995384_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6904,SRR13995385_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6906,SRR13995386_10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6909,SRR13995386_13,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
6910,SRR13995386_14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6914,SRR13995386_18,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
6916,SRR13995386_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6917,SRR13995386_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
6918,SRR13995386_5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6922,SRR13995386_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6923,SRR13995387_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6926,SRR13995388_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6928,SRR13995388_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6929,SRR13995389_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6930,SRR13995390_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6933,SRR13995391_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6935,SRR13995392_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6936,SRR13995393_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6938,SRR13995394_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
6940,SRR13995395_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_381),,,,,,,,,,
6941,SRR13995395_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_367/VC_374),,,,,,,,,,
6942,SRR13995395_4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6944,SRR13995396_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_381),,,,,,,,,,
6945,SRR13995396_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_367/VC_374),,,,,,,,,,
6946,SRR13995396_4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6947,SRR13995396_5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6948,SRR13995397_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6949,SRR13995397_10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6951,SRR13995397_12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6952,SRR13995397_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6953,SRR13995397_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6954,SRR13995397_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_226/VC_232/VC_416),,,,,,,,,,
6956,SRR13995397_6,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6958,SRR13995397_8,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6959,SRR13995397_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6970,SRR13995408_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
6972,SRR13995408_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
6980,SRR13995417_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
6985,SRR13995423_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
6986,SRR13995423_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
6992,SRR13995430_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
6993,SRR13995431_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
6994,SRR13995432_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
6995,SRR13995433_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
6996,SRR13995434_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
6997,SRR13995435_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
6998,SRR13995436_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7000,SRR13995438_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7001,SRR13995439_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7002,SRR13995440_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7003,SRR13995441_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7004,SRR13995442_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7005,SRR13995442_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7008,SRR13995443_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7010,SRR13995445_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7014,SRR13995446_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_329/VC_338),,,,,,,,,,
7016,SRR13995447_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7017,SRR13995448_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7021,SRR13995451_11,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7025,SRR13995451_15,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7029,SRR13995451_19,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7034,SRR13995451_23,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7038,SRR13995451_27,Unassigned,Unassigned,Unassigned,,Overlap (VC_234/VC_429),,,,,,,,,,
7039,SRR13995451_28,Unassigned,Unassigned,Unassigned,,Overlap (VC_232/VC_416/VC_418),,,,,,,,,,
7045,SRR13995451_8,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7047,SRR13995452_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7049,SRR13995452_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7050,SRR13995452_4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7056,SRR13995453_14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7065,SRR13995453_22,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7068,SRR13995453_25,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7074,SRR13995453_6,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7075,SRR13995453_7,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7079,SRR13995454_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7082,SRR13995455_10,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7083,SRR13995455_11,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7091,SRR13995455_19,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7097,SRR13995455_6,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7098,SRR13995455_7,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7101,SRR13995456_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7102,SRR13995456_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7104,SRR13995457_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7108,SRR13995459_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7110,SRR13995462_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_329/VC_338),,,,,,,,,,
7111,SRR13995462_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7113,SRR13995463_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7117,SRR13995464_10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7129,SRR13995464_21,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7144,SRR13995467_11,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7145,SRR13995467_12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7146,SRR13995467_13,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7151,SRR13995467_18,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7152,SRR13995467_19,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7158,SRR13995467_24,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7159,SRR13995467_25,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7167,SRR13995467_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7171,SRR13995468_12,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7191,SRR13995471_11,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7194,SRR13995471_14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7196,SRR13995471_16,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7198,SRR13995471_18,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7202,SRR13995471_21,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7204,SRR13995471_23,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7207,SRR13995471_26,Unassigned,Unassigned,Unassigned,,Overlap (VC_232/VC_416/VC_418),,,,,,,,,,
7208,SRR13995471_27,Unassigned,Unassigned,Unassigned,,Overlap (VC_234/VC_429),,,,,,,,,,
7210,SRR13995471_29,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7213,SRR13995471_31,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7219,SRR13995471_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7226,SRR13995473_15,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7232,SRR13995473_6,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7235,SRR13995473_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7236,SRR13995474_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7240,SRR13995474_13,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7256,SRR13995474_9,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7258,SRR13995475_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7272,SRR13995476_18,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7273,SRR13995476_19,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7274,SRR13995476_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7279,SRR13995476_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7285,SRR13995476_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7286,SRR13995477_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7287,SRR13995477_10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7288,SRR13995477_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7289,SRR13995477_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7293,SRR13995477_7,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7294,SRR13995477_8,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7296,SRR13995478_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7300,SRR13995481_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7303,SRR13995484_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7304,SRR13995484_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7306,SRR13995484_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
7307,SRR13995485_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7310,SRR13995485_12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7311,SRR13995485_13,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7312,SRR13995485_14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7313,SRR13995485_15,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7314,SRR13995485_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7319,SRR13995485_7,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7320,SRR13995485_8,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7321,SRR13995485_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7329,SRR13995486_16,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7334,SRR13995486_20,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7348,SRR13995486_8,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7353,SRR13995487_12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7355,SRR13995487_14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7359,SRR13995487_18,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7362,SRR13995487_20,Unassigned,Unassigned,Unassigned,,Overlap (VC_59/VC_429),,,,,,,,,,
7363,SRR13995487_21,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7365,SRR13995487_23,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7370,SRR13995487_28,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7376,SRR13995487_4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7380,SRR13995487_8,Unassigned,Unassigned,Unassigned,,Overlap (VC_629/VC_637),,,,,,,,,,
7382,SRR13995488_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7383,SRR13995489_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7384,SRR13995490_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7385,SRR13995493_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7386,SRR13995495_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7387,SRR13995496_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7391,SRR13995498_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_329/VC_338),,,,,,,,,,
7394,SRR13995501_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7402,SRR13995506_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7404,SRR13995507_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7406,SRR13995508_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7409,SRR13995510_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7410,SRR13995511_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7412,SRR13995512_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7463,SRR13995524_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7466,SRR13995526_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7470,SRR13995527_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7471,SRR13995528_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_329/VC_338),,,,,,,,,,
7473,SRR13995529_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7475,SRR13995530_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7478,SRR13995531_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7480,SRR13995532_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7483,SRR13995533_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7487,SRR13995534_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7488,SRR13995535_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7490,SRR13995537_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7494,SRR13995538_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7495,SRR13995539_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7497,SRR13995540_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7500,SRR13995541_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7501,SRR13995542_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7503,SRR13995543_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7505,SRR13995544_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7506,SRR13995545_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7508,SRR13995546_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7509,SRR13995548_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7511,SRR13995549_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7513,SRR13995551_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7514,SRR13995551_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_329/VC_338),,,,,,,,,,
7518,SRR13995552_12,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7520,SRR13995552_14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7530,SRR13995552_6,Unassigned,Unassigned,Unassigned,,Overlap (VC_226/VC_230/VC_232/VC_416),,,,,,,,,,
7534,SRR13995553_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7540,SRR13995555_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7544,SRR13995556_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7546,SRR13995557_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7559,SRR13995559_20,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7562,SRR13995559_23,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7564,SRR13995559_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_629/VC_637),,,,,,,,,,
7567,SRR13995559_7,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7568,SRR13995559_8,Unassigned,Unassigned,Unassigned,,Overlap (VC_226/VC_230/VC_232/VC_416),,,,,,,,,,
7595,SRR13995575_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7596,SRR13995575_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7597,SRR13995577_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7598,SRR13995577_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7600,SRR13995577_4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7602,SRR13995578_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7605,SRR13995579_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7612,SRR13995583_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
7616,SRR13995586_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7623,SRR13995591_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7629,SRR13995593_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7630,SRR13995593_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7631,SRR13995593_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7632,SRR13995595_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7633,SRR13995595_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7636,SRR13995597_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7637,SRR13995597_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7638,SRR13995597_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
7643,SRR13995599_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7644,SRR13995599_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
7645,SRR13995599_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7694,SRR13995610_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7696,SRR13995611_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7700,SRR13995612_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7701,SRR13995612_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
